"date_id","fulldate","dayofmonth","dayofyear","dayofweek","dayname","monthnumber","monthname","year","quarter"
"1434","2004-03-15","15","75","2","Monday","3","March","2004","1"
"1435","2004-03-16","16","76","3","Tuesday","3","March","2004","1"
"1436","2004-03-17","17","77","4","Wednesday","3","March","2004","1"
"1437","2004-03-18","18","78","5","Thursday","3","March","2004","1"
"1438","2004-03-19","19","79","6","Friday","3","March","2004","1"
"1439","2004-03-20","20","80","7","Saturday","3","March","2004","1"
"1440","2004-03-21","21","81","1","Sunday","3","March","2004","1"
"1441","2004-03-22","22","82","2","Monday","3","March","2004","1"
"1442","2004-03-23","23","83","3","Tuesday","3","March","2004","1"
"1443","2004-03-24","24","84","4","Wednesday","3","March","2004","1"
"1444","2004-03-25","25","85","5","Thursday","3","March","2004","1"
"1445","2004-03-26","26","86","6","Friday","3","March","2004","1"
"1446","2004-03-27","27","87","7","Saturday","3","March","2004","1"
"1447","2004-03-28","28","88","1","Sunday","3","March","2004","1"
"1448","2004-03-29","29","89","2","Monday","3","March","2004","1"
"1449","2004-03-30","30","90","3","Tuesday","3","March","2004","1"
"1450","2004-03-31","31","91","4","Wednesday","3","March","2004","1"
"1451","2004-04-01","1","92","5","Thursday","4","April","2004","2"
"1452","2004-04-02","2","93","6","Friday","4","April","2004","2"
"1453","2004-04-03","3","94","7","Saturday","4","April","2004","2"
"1454","2004-04-04","4","95","1","Sunday","4","April","2004","2"
"1455","2004-04-05","5","96","2","Monday","4","April","2004","2"
"1456","2004-04-06","6","97","3","Tuesday","4","April","2004","2"
"1457","2004-04-07","7","98","4","Wednesday","4","April","2004","2"
"1458","2004-04-08","8","99","5","Thursday","4","April","2004","2"
"1459","2004-04-09","9","100","6","Friday","4","April","2004","2"
"1460","2004-04-10","10","101","7","Saturday","4","April","2004","2"
"1461","2004-04-11","11","102","1","Sunday","4","April","2004","2"
"1462","2004-04-12","12","103","2","Monday","4","April","2004","2"
"1463","2004-04-13","13","104","3","Tuesday","4","April","2004","2"
"1464","2004-04-14","14","105","4","Wednesday","4","April","2004","2"
"1465","2004-04-15","15","106","5","Thursday","4","April","2004","2"
"1466","2004-04-16","16","107","6","Friday","4","April","2004","2"
"1467","2004-04-17","17","108","7","Saturday","4","April","2004","2"
"1468","2004-04-18","18","109","1","Sunday","4","April","2004","2"
"1469","2004-04-19","19","110","2","Monday","4","April","2004","2"
"1470","2004-04-20","20","111","3","Tuesday","4","April","2004","2"
"1471","2004-04-21","21","112","4","Wednesday","4","April","2004","2"
"1472","2004-04-22","22","113","5","Thursday","4","April","2004","2"
"1473","2004-04-23","23","114","6","Friday","4","April","2004","2"
"1474","2004-04-24","24","115","7","Saturday","4","April","2004","2"
"1475","2004-04-25","25","116","1","Sunday","4","April","2004","2"
"1476","2004-04-26","26","117","2","Monday","4","April","2004","2"
"1477","2004-04-27","27","118","3","Tuesday","4","April","2004","2"
"1478","2004-04-28","28","119","4","Wednesday","4","April","2004","2"
"1479","2004-04-29","29","120","5","Thursday","4","April","2004","2"
"1480","2004-04-30","30","121","6","Friday","4","April","2004","2"
"1481","2004-05-01","1","122","7","Saturday","5","May","2004","2"
"1482","2004-05-02","2","123","1","Sunday","5","May","2004","2"
"1483","2004-05-03","3","124","2","Monday","5","May","2004","2"
"1484","2004-05-04","4","125","3","Tuesday","5","May","2004","2"
"1485","2004-05-05","5","126","4","Wednesday","5","May","2004","2"
"1486","2004-05-06","6","127","5","Thursday","5","May","2004","2"
"1487","2004-05-07","7","128","6","Friday","5","May","2004","2"
"1488","2004-05-08","8","129","7","Saturday","5","May","2004","2"
"1489","2004-05-09","9","130","1","Sunday","5","May","2004","2"
"1490","2004-05-10","10","131","2","Monday","5","May","2004","2"
"1491","2004-05-11","11","132","3","Tuesday","5","May","2004","2"
"1492","2004-05-12","12","133","4","Wednesday","5","May","2004","2"
"1493","2004-05-13","13","134","5","Thursday","5","May","2004","2"
"1494","2004-05-14","14","135","6","Friday","5","May","2004","2"
"1495","2004-05-15","15","136","7","Saturday","5","May","2004","2"
"1496","2004-05-16","16","137","1","Sunday","5","May","2004","2"
"1497","2004-05-17","17","138","2","Monday","5","May","2004","2"
"1498","2004-05-18","18","139","3","Tuesday","5","May","2004","2"
"1499","2004-05-19","19","140","4","Wednesday","5","May","2004","2"
"1500","2004-05-20","20","141","5","Thursday","5","May","2004","2"
"1501","2004-05-21","21","142","6","Friday","5","May","2004","2"
"1502","2004-05-22","22","143","7","Saturday","5","May","2004","2"
"1503","2004-05-23","23","144","1","Sunday","5","May","2004","2"
"1504","2004-05-24","24","145","2","Monday","5","May","2004","2"
"1505","2004-05-25","25","146","3","Tuesday","5","May","2004","2"
"1506","2004-05-26","26","147","4","Wednesday","5","May","2004","2"
"1507","2004-05-27","27","148","5","Thursday","5","May","2004","2"
"1508","2004-05-28","28","149","6","Friday","5","May","2004","2"
"1509","2004-05-29","29","150","7","Saturday","5","May","2004","2"
"1510","2004-05-30","30","151","1","Sunday","5","May","2004","2"
"1511","2004-05-31","31","152","2","Monday","5","May","2004","2"
"1512","2004-06-01","1","153","3","Tuesday","6","June","2004","2"
"1513","2004-06-02","2","154","4","Wednesday","6","June","2004","2"
"1514","2004-06-03","3","155","5","Thursday","6","June","2004","2"
"1515","2004-06-04","4","156","6","Friday","6","June","2004","2"
"1516","2004-06-05","5","157","7","Saturday","6","June","2004","2"
"1517","2004-06-06","6","158","1","Sunday","6","June","2004","2"
"1518","2004-06-07","7","159","2","Monday","6","June","2004","2"
"1519","2004-06-08","8","160","3","Tuesday","6","June","2004","2"
"1520","2004-06-09","9","161","4","Wednesday","6","June","2004","2"
"1521","2004-06-10","10","162","5","Thursday","6","June","2004","2"
"1522","2004-06-11","11","163","6","Friday","6","June","2004","2"
"1523","2004-06-12","12","164","7","Saturday","6","June","2004","2"
"1524","2004-06-13","13","165","1","Sunday","6","June","2004","2"
"1525","2004-06-14","14","166","2","Monday","6","June","2004","2"
"1526","2004-06-15","15","167","3","Tuesday","6","June","2004","2"
"1527","2004-06-16","16","168","4","Wednesday","6","June","2004","2"
"1528","2004-06-17","17","169","5","Thursday","6","June","2004","2"
"1529","2004-06-18","18","170","6","Friday","6","June","2004","2"
"1530","2004-06-19","19","171","7","Saturday","6","June","2004","2"
"1531","2004-06-20","20","172","1","Sunday","6","June","2004","2"
"1532","2004-06-21","21","173","2","Monday","6","June","2004","2"
"1533","2004-06-22","22","174","3","Tuesday","6","June","2004","2"
"1534","2004-06-23","23","175","4","Wednesday","6","June","2004","2"
"1535","2004-06-24","24","176","5","Thursday","6","June","2004","2"
"1536","2004-06-25","25","177","6","Friday","6","June","2004","2"
"1537","2004-06-26","26","178","7","Saturday","6","June","2004","2"
"1538","2004-06-27","27","179","1","Sunday","6","June","2004","2"
"1539","2004-06-28","28","180","2","Monday","6","June","2004","2"
"1540","2004-06-29","29","181","3","Tuesday","6","June","2004","2"
"1541","2004-06-30","30","182","4","Wednesday","6","June","2004","2"
"1542","2004-07-01","1","183","5","Thursday","7","July","2004","3"
"1543","2004-07-02","2","184","6","Friday","7","July","2004","3"
"1544","2004-07-03","3","185","7","Saturday","7","July","2004","3"
"1545","2004-07-04","4","186","1","Sunday","7","July","2004","3"
"1546","2004-07-05","5","187","2","Monday","7","July","2004","3"
"1547","2004-07-06","6","188","3","Tuesday","7","July","2004","3"
"1548","2004-07-07","7","189","4","Wednesday","7","July","2004","3"
"1549","2004-07-08","8","190","5","Thursday","7","July","2004","3"
"1550","2004-07-09","9","191","6","Friday","7","July","2004","3"
"1551","2004-07-10","10","192","7","Saturday","7","July","2004","3"
"1552","2004-07-11","11","193","1","Sunday","7","July","2004","3"
"1553","2004-07-12","12","194","2","Monday","7","July","2004","3"
"1554","2004-07-13","13","195","3","Tuesday","7","July","2004","3"
"1555","2004-07-14","14","196","4","Wednesday","7","July","2004","3"
"1556","2004-07-15","15","197","5","Thursday","7","July","2004","3"
"1557","2004-07-16","16","198","6","Friday","7","July","2004","3"
"1558","2004-07-17","17","199","7","Saturday","7","July","2004","3"
"1559","2004-07-18","18","200","1","Sunday","7","July","2004","3"
"1560","2004-07-19","19","201","2","Monday","7","July","2004","3"
"1561","2004-07-20","20","202","3","Tuesday","7","July","2004","3"
"1562","2004-07-21","21","203","4","Wednesday","7","July","2004","3"
"1563","2004-07-22","22","204","5","Thursday","7","July","2004","3"
"1564","2004-07-23","23","205","6","Friday","7","July","2004","3"
"1565","2004-07-24","24","206","7","Saturday","7","July","2004","3"
"1566","2004-07-25","25","207","1","Sunday","7","July","2004","3"
"1567","2004-07-26","26","208","2","Monday","7","July","2004","3"
"1568","2004-07-27","27","209","3","Tuesday","7","July","2004","3"
"1569","2004-07-28","28","210","4","Wednesday","7","July","2004","3"
"1570","2004-07-29","29","211","5","Thursday","7","July","2004","3"
"1571","2004-07-30","30","212","6","Friday","7","July","2004","3"
"1572","2004-07-31","31","213","7","Saturday","7","July","2004","3"
"1573","2004-08-01","1","214","1","Sunday","8","August","2004","3"
"1574","2004-08-02","2","215","2","Monday","8","August","2004","3"
"1575","2004-08-03","3","216","3","Tuesday","8","August","2004","3"
"1576","2004-08-04","4","217","4","Wednesday","8","August","2004","3"
"1577","2004-08-05","5","218","5","Thursday","8","August","2004","3"
"1578","2004-08-06","6","219","6","Friday","8","August","2004","3"
"1579","2004-08-07","7","220","7","Saturday","8","August","2004","3"
"1580","2004-08-08","8","221","1","Sunday","8","August","2004","3"
"1581","2004-08-09","9","222","2","Monday","8","August","2004","3"
"1582","2004-08-10","10","223","3","Tuesday","8","August","2004","3"
"1583","2004-08-11","11","224","4","Wednesday","8","August","2004","3"
"1584","2004-08-12","12","225","5","Thursday","8","August","2004","3"
"1585","2004-08-13","13","226","6","Friday","8","August","2004","3"
"1586","2004-08-14","14","227","7","Saturday","8","August","2004","3"
"1587","2004-08-15","15","228","1","Sunday","8","August","2004","3"
"1588","2004-08-16","16","229","2","Monday","8","August","2004","3"
"1589","2004-08-17","17","230","3","Tuesday","8","August","2004","3"
"1590","2004-08-18","18","231","4","Wednesday","8","August","2004","3"
"1591","2004-08-19","19","232","5","Thursday","8","August","2004","3"
"1592","2004-08-20","20","233","6","Friday","8","August","2004","3"
"1593","2004-08-21","21","234","7","Saturday","8","August","2004","3"
"1594","2004-08-22","22","235","1","Sunday","8","August","2004","3"
"1595","2004-08-23","23","236","2","Monday","8","August","2004","3"
"1596","2004-08-24","24","237","3","Tuesday","8","August","2004","3"
"1597","2004-08-25","25","238","4","Wednesday","8","August","2004","3"
"1598","2004-08-26","26","239","5","Thursday","8","August","2004","3"
"1599","2004-08-27","27","240","6","Friday","8","August","2004","3"
"1600","2004-08-28","28","241","7","Saturday","8","August","2004","3"
"1601","2004-08-29","29","242","1","Sunday","8","August","2004","3"
"1602","2004-08-30","30","243","2","Monday","8","August","2004","3"
"1603","2004-08-31","31","244","3","Tuesday","8","August","2004","3"
"1604","2004-09-01","1","245","4","Wednesday","9","September","2004","3"
"1605","2004-09-02","2","246","5","Thursday","9","September","2004","3"
"1606","2004-09-03","3","247","6","Friday","9","September","2004","3"
"1607","2004-09-04","4","248","7","Saturday","9","September","2004","3"
"1608","2004-09-05","5","249","1","Sunday","9","September","2004","3"
"1609","2004-09-06","6","250","2","Monday","9","September","2004","3"
"1610","2004-09-07","7","251","3","Tuesday","9","September","2004","3"
"1611","2004-09-08","8","252","4","Wednesday","9","September","2004","3"
"1612","2004-09-09","9","253","5","Thursday","9","September","2004","3"
"1613","2004-09-10","10","254","6","Friday","9","September","2004","3"
"1614","2004-09-11","11","255","7","Saturday","9","September","2004","3"
"1615","2004-09-12","12","256","1","Sunday","9","September","2004","3"
"1616","2004-09-13","13","257","2","Monday","9","September","2004","3"
"1617","2004-09-14","14","258","3","Tuesday","9","September","2004","3"
"1618","2004-09-15","15","259","4","Wednesday","9","September","2004","3"
"1619","2004-09-16","16","260","5","Thursday","9","September","2004","3"
"1620","2004-09-17","17","261","6","Friday","9","September","2004","3"
"1621","2004-09-18","18","262","7","Saturday","9","September","2004","3"
"1622","2004-09-19","19","263","1","Sunday","9","September","2004","3"
"1623","2004-09-20","20","264","2","Monday","9","September","2004","3"
"1624","2004-09-21","21","265","3","Tuesday","9","September","2004","3"
"1625","2004-09-22","22","266","4","Wednesday","9","September","2004","3"
"1626","2004-09-23","23","267","5","Thursday","9","September","2004","3"
"1627","2004-09-24","24","268","6","Friday","9","September","2004","3"
"1628","2004-09-25","25","269","7","Saturday","9","September","2004","3"
"1629","2004-09-26","26","270","1","Sunday","9","September","2004","3"
"1630","2004-09-27","27","271","2","Monday","9","September","2004","3"
"1631","2004-09-28","28","272","3","Tuesday","9","September","2004","3"
"1632","2004-09-29","29","273","4","Wednesday","9","September","2004","3"
"1633","2004-09-30","30","274","5","Thursday","9","September","2004","3"
"1634","2004-10-01","1","275","6","Friday","10","October","2004","4"
"1635","2004-10-02","2","276","7","Saturday","10","October","2004","4"
"1636","2004-10-03","3","277","1","Sunday","10","October","2004","4"
"1637","2004-10-04","4","278","2","Monday","10","October","2004","4"
"1638","2004-10-05","5","279","3","Tuesday","10","October","2004","4"
"1639","2004-10-06","6","280","4","Wednesday","10","October","2004","4"
"1640","2004-10-07","7","281","5","Thursday","10","October","2004","4"
"1641","2004-10-08","8","282","6","Friday","10","October","2004","4"
"1642","2004-10-09","9","283","7","Saturday","10","October","2004","4"
"1643","2004-10-10","10","284","1","Sunday","10","October","2004","4"
"1644","2004-10-11","11","285","2","Monday","10","October","2004","4"
"1645","2004-10-12","12","286","3","Tuesday","10","October","2004","4"
"1646","2004-10-13","13","287","4","Wednesday","10","October","2004","4"
"1647","2004-10-14","14","288","5","Thursday","10","October","2004","4"
"1648","2004-10-15","15","289","6","Friday","10","October","2004","4"
"1649","2004-10-16","16","290","7","Saturday","10","October","2004","4"
"1650","2004-10-17","17","291","1","Sunday","10","October","2004","4"
"1651","2004-10-18","18","292","2","Monday","10","October","2004","4"
"1652","2004-10-19","19","293","3","Tuesday","10","October","2004","4"
"1653","2004-10-20","20","294","4","Wednesday","10","October","2004","4"
"1654","2004-10-21","21","295","5","Thursday","10","October","2004","4"
"1655","2004-10-22","22","296","6","Friday","10","October","2004","4"
"1656","2004-10-23","23","297","7","Saturday","10","October","2004","4"
"1657","2004-10-24","24","298","1","Sunday","10","October","2004","4"
"1658","2004-10-25","25","299","2","Monday","10","October","2004","4"
"1659","2004-10-26","26","300","3","Tuesday","10","October","2004","4"
"1660","2004-10-27","27","301","4","Wednesday","10","October","2004","4"
"1661","2004-10-28","28","302","5","Thursday","10","October","2004","4"
"1662","2004-10-29","29","303","6","Friday","10","October","2004","4"
"1663","2004-10-30","30","304","7","Saturday","10","October","2004","4"
"1664","2004-10-31","31","305","1","Sunday","10","October","2004","4"
"1665","2004-11-01","1","306","2","Monday","11","November","2004","4"
"1666","2004-11-02","2","307","3","Tuesday","11","November","2004","4"
"1667","2004-11-03","3","308","4","Wednesday","11","November","2004","4"
"1668","2004-11-04","4","309","5","Thursday","11","November","2004","4"
"1669","2004-11-05","5","310","6","Friday","11","November","2004","4"
"1670","2004-11-06","6","311","7","Saturday","11","November","2004","4"
"1671","2004-11-07","7","312","1","Sunday","11","November","2004","4"
"1672","2004-11-08","8","313","2","Monday","11","November","2004","4"
"1673","2004-11-09","9","314","3","Tuesday","11","November","2004","4"
"1674","2004-11-10","10","315","4","Wednesday","11","November","2004","4"
"1675","2004-11-11","11","316","5","Thursday","11","November","2004","4"
"1676","2004-11-12","12","317","6","Friday","11","November","2004","4"
"1677","2004-11-13","13","318","7","Saturday","11","November","2004","4"
"1678","2004-11-14","14","319","1","Sunday","11","November","2004","4"
"1679","2004-11-15","15","320","2","Monday","11","November","2004","4"
"1680","2004-11-16","16","321","3","Tuesday","11","November","2004","4"
"1681","2004-11-17","17","322","4","Wednesday","11","November","2004","4"
"1682","2004-11-18","18","323","5","Thursday","11","November","2004","4"
"1683","2004-11-19","19","324","6","Friday","11","November","2004","4"
"1684","2004-11-20","20","325","7","Saturday","11","November","2004","4"
"1685","2004-11-21","21","326","1","Sunday","11","November","2004","4"
"1686","2004-11-22","22","327","2","Monday","11","November","2004","4"
"1687","2004-11-23","23","328","3","Tuesday","11","November","2004","4"
"1688","2004-11-24","24","329","4","Wednesday","11","November","2004","4"
"1689","2004-11-25","25","330","5","Thursday","11","November","2004","4"
"1690","2004-11-26","26","331","6","Friday","11","November","2004","4"
"1691","2004-11-27","27","332","7","Saturday","11","November","2004","4"
"1692","2004-11-28","28","333","1","Sunday","11","November","2004","4"
"1693","2004-11-29","29","334","2","Monday","11","November","2004","4"
"1694","2004-11-30","30","335","3","Tuesday","11","November","2004","4"
"1695","2004-12-01","1","336","4","Wednesday","12","December","2004","4"
"1696","2004-12-02","2","337","5","Thursday","12","December","2004","4"
"1697","2004-12-03","3","338","6","Friday","12","December","2004","4"
"1698","2004-12-04","4","339","7","Saturday","12","December","2004","4"
"1699","2004-12-05","5","340","1","Sunday","12","December","2004","4"
"1700","2004-12-06","6","341","2","Monday","12","December","2004","4"
"1701","2004-12-07","7","342","3","Tuesday","12","December","2004","4"
"1702","2004-12-08","8","343","4","Wednesday","12","December","2004","4"
"1703","2004-12-09","9","344","5","Thursday","12","December","2004","4"
"1704","2004-12-10","10","345","6","Friday","12","December","2004","4"
"1705","2004-12-11","11","346","7","Saturday","12","December","2004","4"
"1706","2004-12-12","12","347","1","Sunday","12","December","2004","4"
"1707","2004-12-13","13","348","2","Monday","12","December","2004","4"
"1708","2004-12-14","14","349","3","Tuesday","12","December","2004","4"
"1709","2004-12-15","15","350","4","Wednesday","12","December","2004","4"
"1710","2004-12-16","16","351","5","Thursday","12","December","2004","4"
"1711","2004-12-17","17","352","6","Friday","12","December","2004","4"
"1712","2004-12-18","18","353","7","Saturday","12","December","2004","4"
"1713","2004-12-19","19","354","1","Sunday","12","December","2004","4"
"1714","2004-12-20","20","355","2","Monday","12","December","2004","4"
"1715","2004-12-21","21","356","3","Tuesday","12","December","2004","4"
"1716","2004-12-22","22","357","4","Wednesday","12","December","2004","4"
"1717","2004-12-23","23","358","5","Thursday","12","December","2004","4"
"1718","2004-12-24","24","359","6","Friday","12","December","2004","4"
"1719","2004-12-25","25","360","7","Saturday","12","December","2004","4"
"1720","2004-12-26","26","361","1","Sunday","12","December","2004","4"
"1721","2004-12-27","27","362","2","Monday","12","December","2004","4"
"1722","2004-12-28","28","363","3","Tuesday","12","December","2004","4"
"1723","2004-12-29","29","364","4","Wednesday","12","December","2004","4"
"1724","2004-12-30","30","365","5","Thursday","12","December","2004","4"
"1725","2004-12-31","31","366","6","Friday","12","December","2004","4"
"1726","2005-01-01","1","1","7","Saturday","1","January","2005","1"
"1727","2005-01-02","2","2","1","Sunday","1","January","2005","1"
"1728","2005-01-03","3","3","2","Monday","1","January","2005","1"
"1729","2005-01-04","4","4","3","Tuesday","1","January","2005","1"
"1730","2005-01-05","5","5","4","Wednesday","1","January","2005","1"
"1731","2005-01-06","6","6","5","Thursday","1","January","2005","1"
"1732","2005-01-07","7","7","6","Friday","1","January","2005","1"
"1733","2005-01-08","8","8","7","Saturday","1","January","2005","1"
"1734","2005-01-09","9","9","1","Sunday","1","January","2005","1"
"1735","2005-01-10","10","10","2","Monday","1","January","2005","1"
"1736","2005-01-11","11","11","3","Tuesday","1","January","2005","1"
"1737","2005-01-12","12","12","4","Wednesday","1","January","2005","1"
"1738","2005-01-13","13","13","5","Thursday","1","January","2005","1"
"1739","2005-01-14","14","14","6","Friday","1","January","2005","1"
"1740","2005-01-15","15","15","7","Saturday","1","January","2005","1"
"1741","2005-01-16","16","16","1","Sunday","1","January","2005","1"
"1742","2005-01-17","17","17","2","Monday","1","January","2005","1"
"1743","2005-01-18","18","18","3","Tuesday","1","January","2005","1"
"1744","2005-01-19","19","19","4","Wednesday","1","January","2005","1"
"1745","2005-01-20","20","20","5","Thursday","1","January","2005","1"
"1746","2005-01-21","21","21","6","Friday","1","January","2005","1"
"1747","2005-01-22","22","22","7","Saturday","1","January","2005","1"
"1748","2005-01-23","23","23","1","Sunday","1","January","2005","1"
"1749","2005-01-24","24","24","2","Monday","1","January","2005","1"
"1750","2005-01-25","25","25","3","Tuesday","1","January","2005","1"
"1751","2005-01-26","26","26","4","Wednesday","1","January","2005","1"
"1752","2005-01-27","27","27","5","Thursday","1","January","2005","1"
"1753","2005-01-28","28","28","6","Friday","1","January","2005","1"
"1754","2005-01-29","29","29","7","Saturday","1","January","2005","1"
"1755","2005-01-30","30","30","1","Sunday","1","January","2005","1"
"1756","2005-01-31","31","31","2","Monday","1","January","2005","1"
"1757","2005-02-01","1","32","3","Tuesday","2","February","2005","1"
"1758","2005-02-02","2","33","4","Wednesday","2","February","2005","1"
"1759","2005-02-03","3","34","5","Thursday","2","February","2005","1"
"1760","2005-02-04","4","35","6","Friday","2","February","2005","1"
"1761","2005-02-05","5","36","7","Saturday","2","February","2005","1"
"1762","2005-02-06","6","37","1","Sunday","2","February","2005","1"
"1763","2005-02-07","7","38","2","Monday","2","February","2005","1"
"1764","2005-02-08","8","39","3","Tuesday","2","February","2005","1"
"1765","2005-02-09","9","40","4","Wednesday","2","February","2005","1"
"1766","2005-02-10","10","41","5","Thursday","2","February","2005","1"
"1767","2005-02-11","11","42","6","Friday","2","February","2005","1"
"1768","2005-02-12","12","43","7","Saturday","2","February","2005","1"
"1769","2005-02-13","13","44","1","Sunday","2","February","2005","1"
"1770","2005-02-14","14","45","2","Monday","2","February","2005","1"
"1771","2005-02-15","15","46","3","Tuesday","2","February","2005","1"
"1772","2005-02-16","16","47","4","Wednesday","2","February","2005","1"
"1773","2005-02-17","17","48","5","Thursday","2","February","2005","1"
"1774","2005-02-18","18","49","6","Friday","2","February","2005","1"
"1775","2005-02-19","19","50","7","Saturday","2","February","2005","1"
"1776","2005-02-20","20","51","1","Sunday","2","February","2005","1"
"1777","2005-02-21","21","52","2","Monday","2","February","2005","1"
"1778","2005-02-22","22","53","3","Tuesday","2","February","2005","1"
"1779","2005-02-23","23","54","4","Wednesday","2","February","2005","1"
"1780","2005-02-24","24","55","5","Thursday","2","February","2005","1"
"1781","2005-02-25","25","56","6","Friday","2","February","2005","1"
"1782","2005-02-26","26","57","7","Saturday","2","February","2005","1"
"1783","2005-02-27","27","58","1","Sunday","2","February","2005","1"
"1784","2005-02-28","28","59","2","Monday","2","February","2005","1"
"1785","2005-03-01","1","60","3","Tuesday","3","March","2005","1"
"1786","2005-03-02","2","61","4","Wednesday","3","March","2005","1"
"1787","2005-03-03","3","62","5","Thursday","3","March","2005","1"
"1788","2005-03-04","4","63","6","Friday","3","March","2005","1"
"1789","2005-03-05","5","64","7","Saturday","3","March","2005","1"
"1790","2005-03-06","6","65","1","Sunday","3","March","2005","1"
"1791","2005-03-07","7","66","2","Monday","3","March","2005","1"
"1792","2005-03-08","8","67","3","Tuesday","3","March","2005","1"
"1793","2005-03-09","9","68","4","Wednesday","3","March","2005","1"
"1794","2005-03-10","10","69","5","Thursday","3","March","2005","1"
"1795","2005-03-11","11","70","6","Friday","3","March","2005","1"
"1796","2005-03-12","12","71","7","Saturday","3","March","2005","1"
"1797","2005-03-13","13","72","1","Sunday","3","March","2005","1"
"1798","2005-03-14","14","73","2","Monday","3","March","2005","1"
"1799","2005-03-15","15","74","3","Tuesday","3","March","2005","1"
"1800","2005-03-16","16","75","4","Wednesday","3","March","2005","1"
"1801","2005-03-17","17","76","5","Thursday","3","March","2005","1"
"1802","2005-03-18","18","77","6","Friday","3","March","2005","1"
"1803","2005-03-19","19","78","7","Saturday","3","March","2005","1"
"1804","2005-03-20","20","79","1","Sunday","3","March","2005","1"
"1805","2005-03-21","21","80","2","Monday","3","March","2005","1"
"1806","2005-03-22","22","81","3","Tuesday","3","March","2005","1"
"1807","2005-03-23","23","82","4","Wednesday","3","March","2005","1"
"1808","2005-03-24","24","83","5","Thursday","3","March","2005","1"
"1809","2005-03-25","25","84","6","Friday","3","March","2005","1"
"1810","2005-03-26","26","85","7","Saturday","3","March","2005","1"
"1811","2005-03-27","27","86","1","Sunday","3","March","2005","1"
"1812","2005-03-28","28","87","2","Monday","3","March","2005","1"
"1813","2005-03-29","29","88","3","Tuesday","3","March","2005","1"
"1814","2005-03-30","30","89","4","Wednesday","3","March","2005","1"
"1815","2005-03-31","31","90","5","Thursday","3","March","2005","1"
"1816","2005-04-01","1","91","6","Friday","4","April","2005","2"
"1817","2005-04-02","2","92","7","Saturday","4","April","2005","2"
"1818","2005-04-03","3","93","1","Sunday","4","April","2005","2"
"1819","2005-04-04","4","94","2","Monday","4","April","2005","2"
"1820","2005-04-05","5","95","3","Tuesday","4","April","2005","2"
"1821","2005-04-06","6","96","4","Wednesday","4","April","2005","2"
"1822","2005-04-07","7","97","5","Thursday","4","April","2005","2"
"1823","2005-04-08","8","98","6","Friday","4","April","2005","2"
"1824","2005-04-09","9","99","7","Saturday","4","April","2005","2"
"1825","2005-04-10","10","100","1","Sunday","4","April","2005","2"
"1826","2005-04-11","11","101","2","Monday","4","April","2005","2"
"1827","2005-04-12","12","102","3","Tuesday","4","April","2005","2"
"1828","2005-04-13","13","103","4","Wednesday","4","April","2005","2"
"1829","2005-04-14","14","104","5","Thursday","4","April","2005","2"
"1830","2005-04-15","15","105","6","Friday","4","April","2005","2"
"1831","2005-04-16","16","106","7","Saturday","4","April","2005","2"
"1832","2005-04-17","17","107","1","Sunday","4","April","2005","2"
"1833","2005-04-18","18","108","2","Monday","4","April","2005","2"
"1834","2005-04-19","19","109","3","Tuesday","4","April","2005","2"
"1835","2005-04-20","20","110","4","Wednesday","4","April","2005","2"
"1836","2005-04-21","21","111","5","Thursday","4","April","2005","2"
"1837","2005-04-22","22","112","6","Friday","4","April","2005","2"
"1838","2005-04-23","23","113","7","Saturday","4","April","2005","2"
"1839","2005-04-24","24","114","1","Sunday","4","April","2005","2"
"1840","2005-04-25","25","115","2","Monday","4","April","2005","2"
"1841","2005-04-26","26","116","3","Tuesday","4","April","2005","2"
"1842","2005-04-27","27","117","4","Wednesday","4","April","2005","2"
"1843","2005-04-28","28","118","5","Thursday","4","April","2005","2"
"1844","2005-04-29","29","119","6","Friday","4","April","2005","2"
"1845","2005-04-30","30","120","7","Saturday","4","April","2005","2"
"1846","2005-05-01","1","121","1","Sunday","5","May","2005","2"
"1847","2005-05-02","2","122","2","Monday","5","May","2005","2"
"1848","2005-05-03","3","123","3","Tuesday","5","May","2005","2"
"1849","2005-05-04","4","124","4","Wednesday","5","May","2005","2"
"1850","2005-05-05","5","125","5","Thursday","5","May","2005","2"
"1851","2005-05-06","6","126","6","Friday","5","May","2005","2"
"1852","2005-05-07","7","127","7","Saturday","5","May","2005","2"
"1853","2005-05-08","8","128","1","Sunday","5","May","2005","2"
"1854","2005-05-09","9","129","2","Monday","5","May","2005","2"
"1855","2005-05-10","10","130","3","Tuesday","5","May","2005","2"
"1856","2005-05-11","11","131","4","Wednesday","5","May","2005","2"
"1857","2005-05-12","12","132","5","Thursday","5","May","2005","2"
"1858","2005-05-13","13","133","6","Friday","5","May","2005","2"
"1859","2005-05-14","14","134","7","Saturday","5","May","2005","2"
"1860","2005-05-15","15","135","1","Sunday","5","May","2005","2"
"1861","2005-05-16","16","136","2","Monday","5","May","2005","2"
"1862","2005-05-17","17","137","3","Tuesday","5","May","2005","2"
"1863","2005-05-18","18","138","4","Wednesday","5","May","2005","2"
"1864","2005-05-19","19","139","5","Thursday","5","May","2005","2"
"1865","2005-05-20","20","140","6","Friday","5","May","2005","2"
"1866","2005-05-21","21","141","7","Saturday","5","May","2005","2"
"1867","2005-05-22","22","142","1","Sunday","5","May","2005","2"
"1868","2005-05-23","23","143","2","Monday","5","May","2005","2"
